angle; absoluteError; relativeError
74;60;0;NaN
74;62;1,11022302462516E-16;1
74;64;0;NaN
74;66;2,77555756156289E-17;1
74;68;0;NaN
74;70;0;NaN
74;72;5,55111512312578E-17;1
74;74;0;NaN
74;76;0;NaN
74;78;5,55111512312578E-17;1
74;80;1,11022302462516E-16;1
74;82;0;NaN
74;84;1,11022302462516E-16;1
74;86;0;NaN
74;88;2,77555756156289E-17;1
74;90;1,11022302462516E-16;1
74;92;0;NaN
74;94;1,38777878078145E-17;1
74;96;0;NaN
74;98;0;NaN
76;-98;0;NaN
76;-96;5,55111512312578E-17;1
76;-94;1,11022302462516E-16;1
76;-92;1,11022302462516E-16;1
76;-90;8,32667268468867E-17;1
76;-88;0;NaN
76;-86;0;NaN
76;-84;1,11022302462516E-16;1
76;-82;0;NaN
76;-80;0;NaN
76;-78;1,66533453693773E-16;1
76;-76;2,22044604925031E-16;1
76;-74;0;NaN
76;-72;1,11022302462516E-16;1
76;-70;0;NaN
76;-68;0;NaN
76;-66;0;NaN
76;-64;0;NaN
76;-62;2,77555756156289E-17;1
76;-60;1,11022302462516E-16;1
76;-58;0;NaN
76;-56;5,55111512312578E-17;1
76;-54;0;NaN
76;-52;0;NaN
76;-50;0;NaN
76;-48;1,11022302462516E-16;1
76;-46;5,55111512312578E-17;1
76;-44;0;NaN
76;-42;1,11022302462516E-16;1
76;-40;0;NaN
76;-38;0;NaN
76;-36;1,11022302462516E-16;1
76;-34;5,55111512312578E-17;1
76;-32;0;NaN
76;-30;0;NaN
76;-28;1,11022302462516E-16;1
76;-26;1,11022302462516E-16;1
76;-24;8,32667268468867E-17;1
76;-22;0;NaN
76;-20;1,11022302462516E-16;1
76;-18;5,55111512312578E-17;1
76;-16;1,11022302462516E-16;1
76;-14;0;NaN
76;-12;1,11022302462516E-16;1
76;-10;0;NaN
76;-8;5,55111512312578E-17;1
76;-6;1,11022302462516E-16;1
76;-4;1,11022302462516E-16;1
76;-2;8,32667268468867E-17;1
76;0;0;NaN
76;2;1,11022302462516E-16;1
76;4;6,93889390390723E-17;1
76;6;1,11022302462516E-16;1
76;8;0;NaN
76;10;5,55111512312578E-17;1
76;12;1,11022302462516E-16;1
76;14;5,55111512312578E-17;1
76;16;1,11022302462516E-16;1
76;18;0;NaN
76;20;1,38777878078145E-16;1
76;22;0;NaN
76;24;1,11022302462516E-16;1
76;26;1,11022302462516E-16;1
76;28;1,11022302462516E-16;1
76;30;0;NaN
76;32;5,55111512312578E-17;1
76;34;1,11022302462516E-16;1
76;36;5,55111512312578E-17;1
76;38;0;NaN
76;40;0;NaN
76;42;1,38777878078145E-16;1
76;44;0;NaN
76;46;1,11022302462516E-16;1
76;48;9,71445146547012E-17;1
76;50;0;NaN
76;52;0;NaN
76;54;5,55111512312578E-17;1
76;56;0;NaN
76;58;0;NaN
76;60;1,11022302462516E-16;1
76;62;0;NaN
76;64;2,77555756156289E-17;1
76;66;0;NaN
76;68;0;NaN
76;70;0;NaN
76;72;1,11022302462516E-16;1
76;74;0;NaN
76;76;1,66533453693773E-16;1
76;78;1,11022302462516E-16;1
76;80;0;NaN
76;82;0;NaN
76;84;1,11022302462516E-16;1
76;86;0;NaN
76;88;0;NaN
76;90;1,11022302462516E-16;1
76;92;6,93889390390723E-17;1
76;94;1,11022302462516E-16;1
76;96;1,11022302462516E-16;1
76;98;5,55111512312578E-17;1
78;-98;5,55111512312578E-17;1
78;-96;0;NaN
78;-94;1,11022302462516E-16;1
78;-92;2,4980018054066E-16;1
78;-90;1,11022302462516E-16;1
78;-88;1,11022302462516E-16;1
78;-86;1,11022302462516E-16;1
78;-84;0;NaN
78;-82;1,11022302462516E-16;1
78;-80;5,55111512312578E-17;1
78;-78;1,11022302462516E-16;1
78;-76;1,66533453693773E-16;1
78;-74;1,11022302462516E-16;1
78;-72;1,11022302462516E-16;1
78;-70;1,11022302462516E-16;1
78;-68;0;NaN
78;-66;1,11022302462516E-16;1
78;-64;2,77555756156289E-17;1
78;-62;1,11022302462516E-16;1
78;-60;1,11022302462516E-16;1
78;-58;5,55111512312578E-17;1
78;-56;0;NaN
78;-54;1,11022302462516E-16;1
78;-52;1,11022302462516E-16;1
78;-50;0;NaN
78;-48;1,66533453693773E-16;1
78;-46;0;NaN
78;-44;2,22044604925031E-16;1
78;-42;1,11022302462516E-16;1
78;-40;0;NaN
78;-38;0;NaN
78;-36;0;NaN
78;-34;1,11022302462516E-16;1
78;-32;1,66533453693773E-16;1
78;-30;0;NaN
78;-28;1,11022302462516E-16;1
78;-26;2,77555756156289E-17;1
78;-24;0;NaN
78;-22;0;NaN
78;-20;5,55111512312578E-17;1
78;-18;1,11022302462516E-16;1
78;-16;0;NaN
78;-14;0;NaN
78;-12;0;NaN
78;-10;5,55111512312578E-17;1
78;-8;0;NaN
78;-6;0;NaN
78;-4;2,77555756156289E-17;1
78;-2;0;NaN
78;0;0;NaN
78;2;4,16333634234434E-17;1
78;4;0;NaN
78;6;0;NaN
78;8;5,55111512312578E-17;1
78;10;1,11022302462516E-16;1
78;12;5,55111512312578E-17;1
78;14;0;NaN
78;16;0;NaN
78;18;8,32667268468867E-17;1
78;20;1,11022302462516E-16;1
78;22;0;NaN
78;24;0;NaN
78;26;0;NaN
78;28;1,11022302462516E-16;1
78;30;0;NaN
78;32;1,11022302462516E-16;1
78;34;1,11022302462516E-16;1
78;36;0;NaN
78;38;0;NaN
78;40;2,77555756156289E-17;1
78;42;1,11022302462516E-16;1
78;44;2,22044604925031E-16;1
78;46;1,38777878078145E-17;1
78;48;1,11022302462516E-16;1
78;50;0;NaN
78;52;5,55111512312578E-17;1
78;54;1,11022302462516E-16;1
78;56;0;NaN
78;58;0;NaN
78;60;1,11022302462516E-16;1
78;62;8,32667268468867E-17;1
78;64;0;NaN
78;66;1,11022302462516E-16;1
78;68;0;NaN
78;70;1,11022302462516E-16;1
78;72;1,11022302462516E-16;1
78;74;5,55111512312578E-17;1
78;76;1,11022302462516E-16;1
78;78;1,11022302462516E-16;1
78;80;1,11022302462516E-16;1
78;82;1,11022302462516E-16;1
78;84;0;NaN
78;86;1,11022302462516E-16;1
78;88;1,11022302462516E-16;1
78;90;1,52655665885959E-16;1
78;92;2,22044604925031E-16;1
78;94;1,11022302462516E-16;1
78;96;0;NaN
78;98;0;NaN
80;-98;0;NaN
80;-96;0;NaN
80;-94;0;NaN
80;-92;0;NaN
80;-90;1,11022302462516E-16;1
80;-88;0;NaN
80;-86;1,11022302462516E-16;1
80;-84;1,11022302462516E-16;1
80;-82;0;NaN
80;-80;0;NaN
80;-78;5,55111512312578E-17;1
80;-76;0;NaN
80;-74;1,11022302462516E-16;1
80;-72;0;NaN
80;-70;0;NaN
80;-68;1,11022302462516E-16;1
80;-66;0;NaN
80;-64;0;NaN
80;-62;0;NaN
80;-60;5,55111512312578E-17;1
80;-58;0;NaN
80;-56;0;NaN
80;-54;0;NaN
80;-52;0;NaN
80;-50;2,77555756156289E-17;1
80;-48;0;NaN
80;-46;0;NaN
80;-44;0;NaN
80;-42;0;NaN
80;-40;0;NaN
80;-38;5,55111512312578E-17;1
80;-36;0;NaN
80;-34;5,55111512312578E-17;1
80;-32;0;NaN
80;-30;1,11022302462516E-16;1
80;-28;2,77555756156289E-17;1
80;-26;1,11022302462516E-16;1
80;-24;1,11022302462516E-16;1
80;-22;0;NaN
80;-20;1,11022302462516E-16;1
80;-18;0;NaN
80;-16;0;NaN
80;-14;0;NaN
80;-12;5,55111512312578E-17;1
80;-10;0;NaN
80;-8;1,11022302462516E-16;1
80;-6;2,77555756156289E-17;1
80;-4;0;NaN
80;-2;0;NaN
80;0;0;NaN
80;2;0;NaN
80;4;0;NaN
80;6;5,55111512312578E-17;1
80;8;1,11022302462516E-16;1
80;10;5,55111512312578E-17;1
80;12;0;NaN
80;14;0;NaN
80;16;2,77555756156289E-17;1
80;18;1,11022302462516E-16;1
80;20;1,11022302462516E-16;1
80;22;0;NaN
80;24;1,11022302462516E-16;1
80;26;1,11022302462516E-16;1
80;28;5,55111512312578E-17;1
80;30;1,11022302462516E-16;1
80;32;5,55111512312578E-17;1
80;34;0;NaN
80;36;0;NaN
80;38;5,55111512312578E-17;1
80;40;0;NaN
80;42;0;NaN
80;44;1,38777878078145E-17;1
80;46;0;NaN
80;48;0;NaN
80;50;5,55111512312578E-17;1
80;52;0;NaN
80;54;0;NaN
80;56;0;NaN
80;58;0;NaN
80;60;2,77555756156289E-17;1
80;62;0;NaN
80;64;0;NaN
80;66;0;NaN
80;68;1,11022302462516E-16;1
80;70;0;NaN
80;72;0;NaN
80;74;1,11022302462516E-16;1
80;76;0;NaN
80;78;1,11022302462516E-16;1
80;80;0;NaN
80;82;0;NaN
80;84;1,11022302462516E-16;1
80;86;1,11022302462516E-16;1
80;88;1,38777878078145E-17;1
80;90;1,11022302462516E-16;1
80;92;0;NaN
80;94;0;NaN
80;96;0;NaN
80;98;5,55111512312578E-17;1
82;-98;0;NaN
82;-96;2,77555756156289E-17;1
82;-94;1,11022302462516E-16;1
82;-92;1,11022302462516E-16;1
82;-90;1,11022302462516E-16;1
82;-88;0;NaN
82;-86;0;NaN
82;-84;5,55111512312578E-17;1
82;-82;1,11022302462516E-16;1
82;-80;0;NaN
82;-78;1,11022302462516E-16;1
82;-76;0;NaN
82;-74;0;NaN
82;-72;0;NaN
82;-70;1,11022302462516E-16;1
82;-68;2,77555756156289E-17;1
82;-66;0;NaN
82;-64;0;NaN
82;-62;5,55111512312578E-17;1
82;-60;1,11022302462516E-16;1
82;-58;0;NaN
82;-56;0;NaN
82;-54;1,11022302462516E-16;1
82;-52;5,55111512312578E-17;1
82;-50;1,11022302462516E-16;1
82;-48;1,11022302462516E-16;1
82;-46;0;NaN
82;-44;1,11022302462516E-16;1
82;-42;1,11022302462516E-16;1
82;-40;5,55111512312578E-17;1
82;-38;1,11022302462516E-16;1
82;-36;0;NaN
82;-34;1,11022302462516E-16;1
82;-32;0;NaN
82;-30;2,77555756156289E-17;1
82;-28;0;NaN
82;-26;1,11022302462516E-16;1
82;-24;5,55111512312578E-17;1
82;-22;0;NaN
82;-20;0;NaN
82;-18;1,11022302462516E-16;1
82;-16;1,11022302462516E-16;1
82;-14;5,55111512312578E-17;1
82;-12;1,11022302462516E-16;1
82;-10;0;NaN
82;-8;2,77555756156289E-17;1
82;-6;1,11022302462516E-16;1
82;-4;0;NaN
82;-2;6,93889390390723E-17;1
82;0;0;NaN
82;2;1,11022302462516E-16;1
82;4;5,55111512312578E-17;1
82;6;1,11022302462516E-16;1
82;8;5,55111512312578E-17;1
82;10;0;NaN
82;12;1,11022302462516E-16;1
82;14;2,77555756156289E-17;1
82;16;1,11022302462516E-16;1
82;18;1,11022302462516E-16;1
82;20;0;NaN
82;22;0;NaN
82;24;1,11022302462516E-16;1
82;26;5,55111512312578E-17;1
82;28;0;NaN
82;30;0;NaN
82;32;0;NaN
82;34;1,11022302462516E-16;1
82;36;0;NaN
82;38;1,11022302462516E-16;1
82;40;1,11022302462516E-16;1
82;42;9,71445146547012E-17;1
82;44;1,11022302462516E-16;1
82;46;0;NaN
82;48;5,55111512312578E-17;1
82;50;1,11022302462516E-16;1
82;52;5,55111512312578E-17;1
82;54;1,11022302462516E-16;1
82;56;0;NaN
82;58;2,77555756156289E-17;1
82;60;1,11022302462516E-16;1
82;62;0;NaN
82;64;0;NaN
82;66;0;NaN
82;68;0;NaN
82;70;5,55111512312578E-17;1
82;72;0;NaN
82;74;0;NaN
82;76;0;NaN
82;78;1,11022302462516E-16;1
82;80;0;NaN
82;82;1,11022302462516E-16;1
82;84;0;NaN
82;86;4,16333634234434E-17;1
82;88;0;NaN
82;90;1,11022302462516E-16;1
82;92;1,66533453693773E-16;1
82;94;1,11022302462516E-16;1
82;96;5,55111512312578E-17;1
82;98;0;NaN
84;-98;1,38777878078145E-16;1
84;-96;1,11022302462516E-16;1
84;-94;1,11022302462516E-16;1
84;-92;1,11022302462516E-16;1
84;-90;1,11022302462516E-16;1
84;-88;0;NaN
84;-86;5,55111512312578E-17;1
84;-84;0;NaN
84;-82;5,55111512312578E-17;1
84;-80;1,11022302462516E-16;1
84;-78;0;NaN
84;-76;1,11022302462516E-16;1
84;-74;1,11022302462516E-16;1
84;-72;2,22044604925031E-16;1
84;-70;2,77555756156289E-17;1
84;-68;0;NaN
84;-66;0;NaN
84;-64;5,55111512312578E-17;1
84;-62;1,11022302462516E-16;1
84;-60;1,11022302462516E-16;1
84;-58;0;NaN
84;-56;1,11022302462516E-16;1
84;-54;5,55111512312578E-17;1
84;-52;0;NaN
84;-50;1,11022302462516E-16;1
84;-48;1,11022302462516E-16;1
84;-46;0;NaN
84;-44;1,11022302462516E-16;1
84;-42;5,55111512312578E-17;1
84;-40;0;NaN
84;-38;5,55111512312578E-17;1
84;-36;1,11022302462516E-16;1
84;-34;0;NaN
84;-32;1,94289029309402E-16;1
84;-30;1,11022302462516E-16;1
84;-28;2,22044604925031E-16;1
84;-26;5,55111512312578E-17;1
84;-24;1,11022302462516E-16;1
84;-22;1,11022302462516E-16;1
84;-20;0;NaN
84;-18;0;NaN
84;-16;5,55111512312578E-17;1
84;-14;0;NaN
84;-12;0;NaN
84;-10;2,77555756156289E-17;1
84;-8;0;NaN
84;-6;0;NaN
84;-4;6,93889390390723E-17;1
84;-2;0;NaN
84;0;0;NaN
84;2;5,55111512312578E-17;1
84;4;1,11022302462516E-16;1
84;6;5,55111512312578E-17;1
84;8;0;NaN
84;10;0;NaN
84;12;2,77555756156289E-17;1
84;14;0;NaN
84;16;1,11022302462516E-16;1
84;18;0;NaN
84;20;0;NaN
84;22;1,11022302462516E-16;1
84;24;5,55111512312578E-17;1
84;26;1,11022302462516E-16;1
84;28;2,22044604925031E-16;1
84;30;1,11022302462516E-16;1
84;32;2,22044604925031E-16;1
84;34;2,77555756156289E-17;1
84;36;1,11022302462516E-16;1
84;38;1,11022302462516E-16;1
84;40;1,38777878078145E-17;1
84;42;1,11022302462516E-16;1
84;44;1,11022302462516E-16;1
84;46;5,55111512312578E-17;1
84;48;1,11022302462516E-16;1
84;50;1,11022302462516E-16;1
84;52;0;NaN
84;54;1,11022302462516E-16;1
84;56;1,38777878078145E-16;1
84;58;0;NaN
84;60;1,11022302462516E-16;1
84;62;1,11022302462516E-16;1
84;64;0;NaN
84;66;0;NaN
84;68;5,55111512312578E-17;1
84;70;0;NaN
84;72;2,22044604925031E-16;1
84;74;1,11022302462516E-16;1
84;76;1,11022302462516E-16;1
84;78;0;NaN
84;80;1,11022302462516E-16;1
84;82;0;NaN
84;84;4,16333634234434E-17;1
84;86;1,11022302462516E-16;1
84;88;0;NaN
84;90;5,55111512312578E-17;1
84;92;1,11022302462516E-16;1
84;94;5,55111512312578E-17;1
84;96;1,11022302462516E-16;1
84;98;1,11022302462516E-16;1
86;-98;0;NaN
86;-96;0;NaN
86;-94;0;NaN
86;-92;1,11022302462516E-16;1
86;-90;0;NaN
86;-88;0;NaN
86;-86;0;NaN
86;-84;5,55111512312578E-17;1
86;-82;0;NaN
86;-80;1,11022302462516E-16;1
86;-78;1,11022302462516E-16;1
86;-76;0;NaN
86;-74;0;NaN
86;-72;8,32667268468867E-17;1
86;-70;0;NaN
86;-68;0;NaN
86;-66;1,11022302462516E-16;1
86;-64;0;NaN
86;-62;0;NaN
86;-60;0;NaN
86;-58;0;NaN
86;-56;5,55111512312578E-17;1
86;-54;1,11022302462516E-16;1
86;-52;0;NaN
86;-50;1,11022302462516E-16;1
86;-48;0;NaN
86;-46;1,11022302462516E-16;1
86;-44;1,11022302462516E-16;1
86;-42;0;NaN
86;-40;5,55111512312578E-17;1
86;-38;1,11022302462516E-16;1
86;-36;0;NaN
86;-34;8,32667268468867E-17;1
86;-32;0;NaN
86;-30;0;NaN
86;-28;5,55111512312578E-17;1
86;-26;0;NaN
86;-24;0;NaN
86;-22;5,55111512312578E-17;1
86;-20;0;NaN
86;-18;5,55111512312578E-17;1
86;-16;0;NaN
86;-14;0;NaN
86;-12;8,32667268468867E-17;1
86;-10;1,11022302462516E-16;1
86;-8;0;NaN
86;-6;6,93889390390723E-17;1
86;-4;0;NaN
86;-2;0;NaN
86;0;0;NaN
86;2;0;NaN
86;4;5,55111512312578E-17;1
86;6;1,11022302462516E-16;1
86;8;0;NaN
86;10;8,32667268468867E-17;1
86;12;1,11022302462516E-16;1
86;14;0;NaN
86;16;0;NaN
86;18;1,11022302462516E-16;1
86;20;0;NaN
86;22;5,55111512312578E-17;1
86;24;0;NaN
86;26;0;NaN
86;28;0;NaN
86;30;0;NaN
86;32;2,77555756156289E-17;1
86;34;1,11022302462516E-16;1
86;36;0;NaN
86;38;1,2490009027033E-16;1
86;40;1,11022302462516E-16;1
86;42;0;NaN
86;44;1,11022302462516E-16;1
86;46;0;NaN
86;48;0;NaN
86;50;1,11022302462516E-16;1
86;52;0;NaN
86;54;8,32667268468867E-17;1
86;56;1,11022302462516E-16;1
86;58;0;NaN
86;60;0;NaN
86;62;0;NaN
86;64;0;NaN
86;66;1,11022302462516E-16;1
86;68;1,11022302462516E-16;1
86;70;0;NaN
86;72;1,11022302462516E-16;1
86;74;0;NaN
86;76;0;NaN
86;78;1,11022302462516E-16;1
86;80;1,11022302462516E-16;1
86;82;4,16333634234434E-17;1
86;84;1,11022302462516E-16;1
86;86;1,11022302462516E-16;1
86;88;0;NaN
86;90;0;NaN
86;92;5,55111512312578E-17;1
86;94;0;NaN
86;96;0;NaN
86;98;2,77555756156289E-17;1
88;-98;1,11022302462516E-16;1
88;-96;2,77555756156289E-17;1
88;-94;1,11022302462516E-16;1
88;-92;1,11022302462516E-16;1
88;-90;0;NaN
88;-88;0;NaN
88;-86;0;NaN
88;-84;0;NaN
88;-82;0;NaN
88;-80;0;NaN
88;-78;1,11022302462516E-16;1
88;-76;0;NaN
88;-74;2,77555756156289E-17;1
88;-72;0;NaN
88;-70;1,11022302462516E-16;1
88;-68;5,55111512312578E-17;1
88;-66;1,11022302462516E-16;1
88;-64;5,55111512312578E-17;1
88;-62;1,11022302462516E-16;1
88;-60;2,22044604925031E-16;1
88;-58;0;NaN
88;-56;1,11022302462516E-16;1
88;-54;0;NaN
88;-52;2,77555756156289E-17;1
88;-50;1,11022302462516E-16;1
88;-48;0;NaN
88;-46;5,55111512312578E-17;1
88;-44;0;NaN
88;-42;0;NaN
88;-40;2,22044604925031E-16;1
88;-38;1,11022302462516E-16;1
88;-36;2,77555756156289E-17;1
88;-34;0;NaN
88;-32;0;NaN
88;-30;2,77555756156289E-17;1
88;-28;0;NaN
88;-26;2,22044604925031E-16;1
88;-24;0;NaN
88;-22;1,11022302462516E-16;1
88;-20;0;NaN
88;-18;0;NaN
88;-16;1,11022302462516E-16;1
88;-14;2,77555756156289E-17;1
88;-12;1,11022302462516E-16;1
88;-10;1,11022302462516E-16;1
88;-8;4,16333634234434E-17;1
88;-6;0;NaN
88;-4;2,22044604925031E-16;1
88;-2;1,11022302462516E-16;1
88;0;0;NaN
88;2;1,11022302462516E-16;1
88;4;2,22044604925031E-16;1
88;6;0;NaN
88;8;2,77555756156289E-17;1
88;10;1,11022302462516E-16;1
88;12;1,11022302462516E-16;1
88;14;2,77555756156289E-17;1
88;16;1,11022302462516E-16;1
88;18;0;NaN
88;20;0;NaN
88;22;1,11022302462516E-16;1
88;24;0;NaN
88;26;2,22044604925031E-16;1
88;28;0;NaN
88;30;2,77555756156289E-17;1
88;32;0;NaN
88;34;0;NaN
88;36;1,38777878078145E-17;1
88;38;1,11022302462516E-16;1
88;40;2,22044604925031E-16;1
88;42;0;NaN
88;44;0;NaN
88;46;5,55111512312578E-17;1
88;48;0;NaN
88;50;1,11022302462516E-16;1
88;52;2,77555756156289E-17;1
88;54;0;NaN
88;56;1,11022302462516E-16;1
88;58;0;NaN
88;60;2,22044604925031E-16;1
88;62;1,11022302462516E-16;1
88;64;5,55111512312578E-17;1
88;66;1,11022302462516E-16;1
88;68;5,55111512312578E-17;1
88;70;1,11022302462516E-16;1
88;72;0;NaN
88;74;2,77555756156289E-17;1
88;76;0;NaN
88;78;1,11022302462516E-16;1
88;80;1,38777878078145E-17;1
88;82;0;NaN
88;84;0;NaN
88;86;0;NaN
88;88;0;NaN
88;90;0;NaN
88;92;1,11022302462516E-16;1
88;94;1,11022302462516E-16;1
88;96;2,77555756156289E-17;1
88;98;1,11022302462516E-16;1
90;-98;0;NaN
90;-96;1,11022302462516E-16;1
90;-94;1,11022302462516E-16;1
90;-92;5,55111512312578E-17;1
90;-90;1,11022302462516E-16;1
90;-88;0;NaN
90;-86;0;NaN
90;-84;1,11022302462516E-16;1
90;-82;1,11022302462516E-16;1
90;-80;1,11022302462516E-16;1
90;-78;1,11022302462516E-16;1
90;-76;8,32667268468867E-17;1
90;-74;0;NaN
90;-72;1,11022302462516E-16;1
90;-70;5,55111512312578E-17;1
90;-68;0;NaN
90;-66;0;NaN
90;-64;0;NaN
90;-62;0;NaN
90;-60;5,55111512312578E-17;1
90;-58;0;NaN
90;-56;0;NaN
90;-54;0;NaN
90;-52;0;NaN
90;-50;1,11022302462516E-16;1
90;-48;5,55111512312578E-17;1
90;-46;0;NaN
90;-44;5,55111512312578E-17;1
90;-42;1,11022302462516E-16;1
90;-40;0;NaN
90;-38;2,77555756156289E-17;1
90;-36;0;NaN
90;-34;0;NaN
90;-32;5,55111512312578E-17;1
90;-30;0;NaN
90;-28;0;NaN
90;-26;0;NaN
90;-24;0;NaN
90;-22;5,55111512312578E-17;1
90;-20;0;NaN
90;-18;0;NaN
90;-16;2,77555756156289E-17;1
90;-14;0;NaN
90;-12;0;NaN
90;-10;4,16333634234434E-17;1
90;-8;0;NaN
90;-6;1,11022302462516E-16;1
90;-4;5,55111512312578E-17;1
90;-2;1,11022302462516E-16;1
90;0;0;NaN
90;2;0;NaN
90;4;0;NaN
90;6;8,32667268468867E-17;1
90;8;0;NaN
90;10;0;NaN
90;12;0;NaN
90;14;0;NaN
90;16;0;NaN
90;18;5,55111512312578E-17;1
90;20;0;NaN
90;22;5,55111512312578E-17;1
90;24;0;NaN
90;26;0;NaN
90;28;2,77555756156289E-17;1
90;30;0;NaN
90;32;1,11022302462516E-16;1
90;34;1,38777878078145E-17;1
90;36;0;NaN
90;38;0;NaN
90;40;5,55111512312578E-17;1
90;42;1,11022302462516E-16;1
90;44;5,55111512312578E-17;1
90;46;1,11022302462516E-16;1
90;48;1,11022302462516E-16;1
90;50;8,32667268468867E-17;1
90;52;1,11022302462516E-16;1
90;54;0;NaN
90;56;0;NaN
90;58;0;NaN
90;60;0;NaN
90;62;5,55111512312578E-17;1
90;64;0;NaN
90;66;0;NaN
90;68;1,11022302462516E-16;1
90;70;0;NaN
90;72;1,11022302462516E-16;1
90;74;1,11022302462516E-16;1
90;76;1,11022302462516E-16;1
90;78;1,52655665885959E-16;1
90;80;1,11022302462516E-16;1
90;82;1,11022302462516E-16;1
90;84;5,55111512312578E-17;1
90;86;0;NaN
90;88;0;NaN
90;90;1,11022302462516E-16;1
90;92;0;NaN
90;94;1,38777878078145E-16;1
90;96;1,11022302462516E-16;1
90;98;0;NaN
92;-98;1,11022302462516E-16;1
92;-96;0;NaN
92;-94;2,77555756156289E-16;1
92;-92;1,11022302462516E-16;1
92;-90;5,55111512312578E-17;1
92;-88;1,11022302462516E-16;1
92;-86;1,11022302462516E-16;1
92;-84;1,11022302462516E-16;1
92;-82;1,11022302462516E-16;1
92;-80;0;NaN
92;-78;2,4980018054066E-16;1
92;-76;1,11022302462516E-16;1
92;-74;0;NaN
92;-72;5,55111512312578E-17;1
92;-70;0;NaN
92;-68;0;NaN
92;-66;0;NaN
92;-64;0;NaN
92;-62;5,55111512312578E-17;1
92;-60;1,11022302462516E-16;1
92;-58;1,11022302462516E-16;1
92;-56;1,11022302462516E-16;1
92;-54;1,11022302462516E-16;1
92;-52;1,11022302462516E-16;1
92;-50;5,55111512312578E-17;1
92;-48;1,11022302462516E-16;1
92;-46;5,55111512312578E-17;1
92;-44;1,11022302462516E-16;1
92;-42;1,11022302462516E-16;1
92;-40;2,77555756156289E-17;1
92;-38;1,11022302462516E-16;1
92;-36;1,11022302462516E-16;1
92;-34;5,55111512312578E-17;1
92;-32;2,22044604925031E-16;1
92;-30;1,11022302462516E-16;1
92;-28;1,11022302462516E-16;1
92;-26;0;NaN
92;-24;5,55111512312578E-17;1
92;-22;1,11022302462516E-16;1
92;-20;0;NaN
92;-18;2,77555756156289E-17;1
92;-16;0;NaN
92;-14;0;NaN
92;-12;4,16333634234434E-17;1
92;-10;1,11022302462516E-16;1
92;-8;0;NaN
92;-6;1,66533453693773E-16;1
92;-4;0;NaN
92;-2;5,55111512312578E-17;1
92;0;0;NaN
92;2;0;NaN
92;4;2,77555756156289E-17;1
92;6;1,11022302462516E-16;1
92;8;0;NaN
92;10;1,11022302462516E-16;1
92;12;0;NaN
92;14;0;NaN
92;16;5,55111512312578E-17;1
92;18;0;NaN
92;20;0;NaN
92;22;1,11022302462516E-16;1
92;24;1,11022302462516E-16;1
92;26;2,77555756156289E-17;1
92;28;1,11022302462516E-16;1
92;30;1,11022302462516E-16;1
92;32;2,08166817117217E-16;1
92;34;1,11022302462516E-16;1
92;36;1,11022302462516E-16;1
92;38;5,55111512312578E-17;1
92;40;0;NaN
92;42;1,11022302462516E-16;1
92;44;1,11022302462516E-16;1
92;46;1,11022302462516E-16;1
92;48;1,38777878078145E-16;1
92;50;1,11022302462516E-16;1
92;52;0;NaN
92;54;1,11022302462516E-16;1
92;56;1,11022302462516E-16;1
92;58;0;NaN
92;60;5,55111512312578E-17;1
92;62;1,11022302462516E-16;1
92;64;0;NaN
92;66;0;NaN
92;68;0;NaN
92;70;0;NaN
92;72;1,11022302462516E-16;1
92;74;0;NaN
92;76;6,93889390390723E-17;1
92;78;2,22044604925031E-16;1
92;80;0;NaN
92;82;1,66533453693773E-16;1
92;84;1,11022302462516E-16;1
92;86;5,55111512312578E-17;1
92;88;1,11022302462516E-16;1
92;90;0;NaN
92;92;8,32667268468867E-17;1
92;94;2,22044604925031E-16;1
92;96;0;NaN
92;98;8,32667268468867E-17;1
94;-98;1,11022302462516E-16;1
94;-96;5,55111512312578E-17;1
94;-94;2,22044604925031E-16;1
94;-92;2,77555756156289E-16;1
94;-90;1,11022302462516E-16;1
94;-88;1,11022302462516E-16;1
94;-86;0;NaN
94;-84;1,11022302462516E-16;1
94;-82;1,11022302462516E-16;1
94;-80;0;NaN
94;-78;1,11022302462516E-16;1
94;-76;1,11022302462516E-16;1
94;-74;0;NaN
94;-72;2,22044604925031E-16;1
94;-70;0;NaN
94;-68;1,11022302462516E-16;1
94;-66;2,22044604925031E-16;1
94;-64;5,55111512312578E-17;1
94;-62;2,22044604925031E-16;1
94;-60;0;NaN
94;-58;2,77555756156289E-17;1
94;-56;0;NaN
94;-54;1,11022302462516E-16;1
94;-52;0;NaN
94;-50;0;NaN
94;-48;1,66533453693773E-16;1
94;-46;0;NaN
94;-44;1,11022302462516E-16;1
94;-42;8,32667268468867E-17;1
94;-40;1,11022302462516E-16;1
94;-38;1,11022302462516E-16;1
94;-36;0;NaN
94;-34;1,11022302462516E-16;1
94;-32;1,11022302462516E-16;1
94;-30;0;NaN
94;-28;1,11022302462516E-16;1
94;-26;5,55111512312578E-17;1
94;-24;1,11022302462516E-16;1
94;-22;1,11022302462516E-16;1
94;-20;8,32667268468867E-17;1
94;-18;1,11022302462516E-16;1
94;-16;1,11022302462516E-16;1
94;-14;4,16333634234434E-17;1
94;-12;1,11022302462516E-16;1
94;-10;1,11022302462516E-16;1
94;-8;0;NaN
94;-6;2,22044604925031E-16;1
94;-4;5,55111512312578E-17;1
94;-2;0;NaN
94;0;0;NaN
94;2;2,77555756156289E-17;1
